Ingredient,Website,Value
Capsaicin,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2f836965-9ff0-4a93-8114-8b39f0aeebd9,
Capsicum Annuum Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a1e059b9-aa39-461c-afb6-884caeb2b966,
Capsicum Annuum Fruit Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=90b58523-5da4-45fc-8240-adac94f0c429,
Capsicum Annuum Resin,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d1613cfe-d368-44ae-a706-9a0c0f92b2db,
Capsicum Annuum Root Powder,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f91f72a9-cb83-4293-b5ec-61ca74d71f2a,
Capsicum Frutescens Fruit,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b8bf6b22-916a-4ce2-8d3f-e21e1e9ec7b3,
Capsicum Frutescens Fruit Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=cac1fd0a-1673-4480-9fda-0b2e2fdab690,
Capsicum Frutescens Resin,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ed5c698f-7ade-4c50-b2ec-684f891318fe,
Captan,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e4bf9330-4d16-4e47-925f-900904c1aa6a,
Captan,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=10a69416-f3b1-4a2c-8496-cf2d3bf734af,
Carapa Guaianensis Oil Polyglyceryl-6 Esters,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=821f24a5-40be-4eee-a8fa-1a6f945ff23e,
Carbomer,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7462ddda-da7a-ec11-8d21-000d3a991547,
Carbomer,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=bb3395c2-6c44-4488-9846-503a0e08e512,
Carbomer,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2ae37897-3068-4b0f-989c-668b17713914,
Carbomer-910,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=21786afd-1eb8-4af4-b263-fbc9e72e3049,
Carbomer-934,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=303cb9f8-9c9b-46ae-99f0-a9ab073852d4,
Carbomer-934P,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=4424dfe3-4378-4e2f-89fe-c40fea5b0d74,
Carbomer-941,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e3182b45-eb3b-4101-a62e-86a548f92d7c,
Carbomer-962,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=5a805320-a561-4a37-9077-1956ffb29964,
Carbomer-962,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=380e9c65-b45c-410c-8092-5cfc793b75da,
Carboxymethyl Cellulose Acetate Butyrate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8cf81942-5a41-4960-b7ac-d9af5665d8eb,
Carboxymethyl Dextran,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=df0a41e1-071a-4844-b94c-2ab880302df5,
Carboxymethyl Hydroxyethylcellulose,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d49cc801-0c6b-4044-a9db-e46471cf3cdc,
Carboxymethyl Hydroxypropyl Guar,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=cb91a1da-3b21-4f86-b55c-b0ba87d6e600,
Carica Papaya (Papaya) Fruit,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=485433ad-ab6b-4f0f-ae19-c48b7b426c5c,
Carica Papaya (Papaya) Fruit Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=3927dc84-42e0-4fb6-a2c6-802bd1fb0531,
Carica Papaya (Papaya) Fruit Juice,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a7a1e6a4-8f81-4228-9335-44c68d99e692,
Carica Papaya (Papaya) Fruit Water,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=284ecc79-76a9-41db-b0db-42844c0e6081,
Carica Papaya (Papaya) Leaf Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=49a35ef1-c9dd-41f4-acd9-f24f3ed9027b,
Carica Papaya (Papaya) Seed Oil,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ad02c165-4e87-4017-91e4-6cbca77cf5e5,
Carnauba Wax,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e06f700b-d2af-4d4e-aa5c-33517e03579d,
Carnitine,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6fb585ad-1228-4005-9657-e6b7f287161f,
Carnitine HCl,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=267d4d46-d57d-46ff-9313-912c3f40747e,
Carnitine Hydroxycitrate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=66084c1e-7861-471d-920c-4ecc23ed91de,
Carnitine PCA,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a5907d2a-aed0-4726-9d40-5b687d8f01e0,
Carrageenan,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=16f38d5d-b7d8-4047-a906-ab3ac39cd885,
Carthamus Tinctorius (Safflower) Seed Oil,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9f75d9ea-c67a-ec11-8d21-000d3a991547,
Carthamus Tinctorius (Safflower) Seed Oil,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9e006d9d-9a52-4a11-8d7b-3c12636b0b5a,
Carvacrol,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=40c4ff5c-042b-42ed-a9f4-28b5e6646e97,
Carya Illinoensis (Pecan) Seed Oil,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=373a7ea9-1d28-4b68-9775-10e1efa1faec,
Caryocar Brasiliense Fruit Oil,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=4eb20ae8-45ee-4f81-875a-48104dcfb7fa,
Casein,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=dc2ffbd9-c374-48bb-a55b-087aff78195b,
Casein Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=37308019-a722-41fb-a9e5-fd56c92fd339,
Cassia Angustifolia Seed Polysaccharide,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=95233120-227c-44b0-950b-56fd740aba02,
Cassia Gum,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f9c384cc-d7f3-4da8-b601-44c55a2a3ce1,
Cassia Hydroxypropyltrimonium Chloride,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8032f0be-5462-4787-859f-f8867834ce6c,
Castor Oil Phosphate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=326ce641-32b7-4aca-af12-413fb8e4910e,
Castor Oil Polyglyceryl-6 Esters,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=773a3cd4-0aff-4458-98b6-70822b3d833e,
Cellobiose Octanonanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=852870a4-30c2-4e6b-bb79-2dd0b80ac935,
Cellulose,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=90a9216b-9271-4581-93dc-86942c9140cc,
Cellulose Acetate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=44fb7025-b848-45d3-9127-8cbb66b29d4a,
Cellulose Acetate Butyrate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f3182232-2543-44d6-bd56-e4d62a1d565f,
Cellulose Acetate Propionate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=0e3b657f-8eb8-42dd-a045-6c1bc982d404,
Cellulose Acetate Propionate Carboxylate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d84429e4-bc11-4ad2-8c49-ea9a5538fed0,
Cellulose Gum,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b7d5b3b0-8b44-4327-ba5b-99c38f84d1de,
Cellulose Gum,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=672a701a-e955-46f1-9268-deb1116c6ec6,
Cellulose Succinate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=29a7ac5f-f56f-45c9-b16e-47b5091227c5,
Centella Asiatica Callus Culture,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b758ad2c-6cb3-4808-b0e2-a7fbb56e080a,
Centella Asiatica Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=eaf36f87-2454-4206-92b5-9289bd3a9bbb,
Centella Asiatica Flower/Leaf/Stem Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7f2d057d-f523-49f0-bc1a-8639fee53bd4,
Centella Asiatica Leaf Cell Culture Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9e876c58-73f1-470f-9b5c-25bdffabe204,
Centella Asiatica Leaf Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=67e2a05d-6b51-4797-b899-241004a2e13a,
Centella Asiatica Leaf Water,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=918beb40-3cf7-492c-9a22-72cdfde9d1b7,
Centella Asiatica Meristem Cell Culture,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a8a88a0c-ce98-4030-ba7a-724fdb271aca,
Centella Asiatica Meristem Cell Culture Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2919e744-250b-4031-8c64-84a465b56ba0,
Centella Asiatica Root Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=1ac1a7b8-b4d3-4fd8-a918-991b2cb16228,
Ceramide 1,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a4d94580-9cfc-4137-87d1-d5709d9d0c10,
Ceramide 1 A,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f57cae4f-d5f1-41c4-a7d8-35e77491e1e0,
Ceramide 2,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=48c7ad50-01f0-4f34-b12e-beae46834db5,
Ceramide 3,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=df2127b1-a2f8-4fe2-820f-6bfe52fb4809,
Ceramide 4,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=504ab79f-df78-4db1-812f-81c16a5b1e0c,
Ceramide 5,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=233a6045-1a8c-4889-9a49-83bd8f778f18,
Ceramide 6 II,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=de56620a-4920-44d5-8b9e-5c1f2842b76d,
Ceramide AP,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6b5c2684-b7a9-4a35-9fba-504f5569d9f0,
Ceramide AS,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7abf3270-0eee-43ef-b13f-259b1bf895c6,
Ceramide EOP,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b1930767-f845-46f0-a036-5de425ceb8a3,
Ceramide EOS,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=5ecf7838-2b60-4bfa-a0be-bfb1bae40964,
Ceramide NG,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=32007ea3-0b41-48dd-b672-f8ff0c80c0ee,
Ceramide NP,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=937ab940-cfc4-4b43-8f2c-2e50e5ca3a68,
Ceramide NS,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=be8897b8-58a2-4591-b85d-fd9f07a03734,
Ceramide NS Dilaurate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6886010e-3c2f-44c5-a1ae-7ebe562adceb,
Ceramium Kondoi Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6e3c49b7-c07b-41ce-908d-ce6c5228f9b3,
Ceramium Rubrum Extract,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6d4ba694-bc48-4569-9dd6-1a232eeb80e5,
Ceratonia Siliqua (Carob) Gum,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=db761548-69a5-4070-afc2-ea6a7ec9ce92,
Ceresin,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=77345eff-e87a-ec11-8d21-000d3a991547,
Ceresin,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7b051a5a-9813-45be-b06a-beccd364c5ac,
Ceteareth-10,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6d516cab-a8bb-4599-8256-c2694cfa8ed5,
Ceteareth-10,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=28050d85-9d23-4b37-8f07-f61b2d464cc2,
Ceteareth-100,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f4251c57-9c28-4a91-8a2f-5b94f8cad60c,
Ceteareth-100,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6c289154-c44f-4754-990c-b019f135b52c,
Ceteareth-11,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=92001620-9d0a-460f-92e7-19f2adafd2b2,
Ceteareth-11,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=55f487c7-6825-4186-91b9-d4481da1900b,
Ceteareth-12,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=3e66b2b7-b3c8-4aa8-9ec8-875d39f66710,
Ceteareth-12,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=60ab967c-befc-4966-9c1f-ea257e26ccde,
Ceteareth-13,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=540d6053-90f5-4ab2-977b-3e65a46b88eb,
Ceteareth-13,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=52dba46c-1fe7-4a5c-9511-47bd4dec484f,
Ceteareth-14,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6d40006e-cbdc-4e8a-9771-36335dcd7c57,
Ceteareth-14,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7a8e5409-eac4-4a04-89db-640c6bc0a7e7,
Ceteareth-15,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8b37ee9e-8956-4831-a670-5da8c72d3e24,
Ceteareth-15,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=cd99b1d8-10c4-4bef-8a41-ef0862e15730,
Ceteareth-16,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e55b9b5b-b0f2-4395-96c9-2577def23857,
Ceteareth-16,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=76ce988c-098e-486d-aa76-8710cfb8205b,
Ceteareth-17,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=deb5d013-7748-4229-855c-dd05a6fdefc7,
Ceteareth-17,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e91b612e-6c85-4ba0-b9e1-e90daade9746,
Ceteareth-18,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6dc7e916-dea3-4336-8c73-480fdb6282ba,
Ceteareth-18,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=13eb66e8-7c3f-4167-b2cd-f1a470ba3bae,
Ceteareth-2,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7b1f7973-7acc-482b-8f0f-0299c84c17d0,
Ceteareth-2,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=72783e2b-a90c-44bf-8025-6c4904482c00,
Ceteareth-20,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6a2a8bf6-5dcc-4ffb-a5fb-5a3b3680896b,
Ceteareth-20,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ca1b1f4c-3687-4bb0-9531-6f4b1112b3e5,
Ceteareth-22,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a97674f2-8854-447e-ab31-52fa87c9109a,
Ceteareth-22,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e780eca7-947e-4eaf-a659-575cc2c70045,
Ceteareth-23,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b6ded1e6-a209-46d0-8a5d-1a2055168725,
Ceteareth-23,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7df1fd67-644d-43f3-8874-7f040bbac35c,
Ceteareth-24,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=664704ba-ac33-4b31-893c-25ff25aaf609,
Ceteareth-24,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=c514b925-95ec-454d-890e-cc1a9e51c9df,
Ceteareth-25,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f5eff26b-f2f7-4aec-b007-62612779e84d,
Ceteareth-25,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=533d4b7f-64ea-4e1f-97fb-b59582216eb6,
Ceteareth-27,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ac084843-37da-4326-954d-a39b2d286111,
Ceteareth-27,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=c698eb6b-86c0-4a10-a3a6-e7c6689c9769,
Ceteareth-28,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=63d2be74-6363-4c1b-ac56-0933a703bd58,
Ceteareth-28,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e24aa5b4-0ccb-4bbd-8274-18a1cb7ff34a,
Ceteareth-29,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d3b2785f-93de-44bb-b9ef-4e5d3dc7704f,
Ceteareth-29,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8d9dd915-9aff-4ee3-a3cb-e097b368db4e,
Ceteareth-3,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f7e64087-bc50-4299-bf70-044f0173bc82,
Ceteareth-3,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=0d3943e8-933e-4dbc-b7f7-c0342eda542e,
Ceteareth-30,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9fbce18d-0d96-4bca-897b-2249447d84d0,
Ceteareth-30,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=134f7827-a895-42f6-9210-3a6c4a75585a,
Ceteareth-33,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=6b25b389-2b54-4a16-8791-342e225c3c27,
Ceteareth-33,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=29a5e597-3e0c-4ae8-8a43-6b2420a4fe2e,
Ceteareth-34,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8fd82601-4545-4df4-8622-539db38a95db,
Ceteareth-34,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=645f13cb-b6ab-4b68-9fad-85427a34c6b7,
Ceteareth-4,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=1260c611-7030-4b12-a963-573145abe91c,
Ceteareth-4,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b2a018c1-b538-4339-975c-7df1d3029427,
Ceteareth-40,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2f4f6cc2-4a95-495e-a999-0689b59f17a7,
Ceteareth-40,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=0fc6cd4c-f4bf-4e81-b1b3-33b2dd229810,
Ceteareth-5,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=4b77d7bd-a131-4c5f-bf00-49cd4be95317,
Ceteareth-5,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b1ef1f91-d277-470c-88e3-6d442e23bb8d,
Ceteareth-50,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2f910603-6b5f-4fc5-b7a6-ab4a4ddcfffc,
Ceteareth-50,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=85332196-7573-42c2-a775-bf0bac246e78,
Ceteareth-55,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8f9f7774-446f-489f-9a3e-5d74892b334f,
Ceteareth-55,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=1c19ae7c-7f0f-44e8-9778-a182ce7ab5f8,
Ceteareth-6,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=de422d11-f973-44a4-904c-0ec53e6c39e5,
Ceteareth-6,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d3649f8b-f41f-4aea-9e27-4683f51ec646,
Ceteareth-60,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=0930ca14-105f-43c5-87bf-1e74e5eee716,
Ceteareth-60,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=96977b24-075e-48e0-b2cc-247471392aff,
Ceteareth-7,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ecf2b6d3-f98b-4a12-822f-5b31d352e6f8,
Ceteareth-7,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2e8501c3-607f-41f2-9131-cdb90a472fdb,
Ceteareth-8,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a9f73c8d-76ad-4a90-aba3-8e68fb81c65a,
Ceteareth-8,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8893c70c-4148-4eb1-8b64-bb519b9e8fe9,
Ceteareth-80,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2d72466f-8bce-4954-ab81-56225b323be6,
Ceteareth-80,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8358df69-26d3-424f-b62e-bfd8577d9bc9,
Ceteareth-9,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=075dd7e2-9aba-420c-bbff-19b3f06d4218,
Ceteareth-9,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=3504c626-4741-44f2-a4ab-466293b692c2,
Ceteartrimonium Chloride,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e358dc5d-a35d-4baf-ac4f-436c2937a222,
Cetearyl Alcohol,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=49a76795-3a7a-ec11-8d21-0022482fd227,
Cetearyl Alcohol,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a433ab4a-44af-4242-855e-34fe55a8161c,
Cetearyl Behenate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=03f6457d-c008-4e93-a587-321761b433dd,
Cetearyl Candelillate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=11ef0f2a-29c0-4ed0-bea5-1e0cd8846b57,
Cetearyl Dimethicone Crosspolymer,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8865031e-bb98-4748-b34e-1b06583d86fb,
Cetearyl Dimethicone/Vinyl Dimethicone Crosspolymer,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e499534c-8cdc-4708-90f3-0a4d00ba79d5,
Cetearyl Ethylhexanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8b75d9ea-c67a-ec11-8d21-000d3a991547,
Cetearyl Ethylhexanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9a9fbb2c-28d9-4633-8f34-5980cde20fbd,
Cetearyl Glucoside,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=36a01c23-e0bc-4263-84da-ee7475c64dd9,
Cetearyl Isononanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=7842b5c3-c99f-44e5-96fe-c79e7cc7db04,
Cetearyl Isononanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e8c9b3c6-6e60-41bb-bf9d-ccd9b01186a5,
Cetearyl Methicone,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=296dc057-67f5-4712-8ebe-4e2038b52659,
Cetearyl Methicone,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ba8881d4-e799-4f22-b96e-b32142c760ff,
Cetearyl Nonanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=0dafe3c0-f4e8-4a2e-9752-441a0e554bda,
Cetearyl Nonanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=285901c1-17fb-4218-be3e-9e08ce82068d,
Cetearyl Octanoate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=3410139c-6a32-407a-86fa-36c86489f560,
Cetearyl Olivate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=80630648-6e59-4482-ad84-3778d880badf,
Cetearyl Palmate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=9f1a2194-8003-49c1-b446-ed11815eb498,
Cetearyl Palmitate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=2245f901-a492-4d76-9bb1-c8aad31dff44,
Cetearyl Phosphate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=18bd6fe8-3d89-414c-979c-a763d9b5b6d7,
Cetearyl Rice Branate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=dde9eab7-d717-4f1c-89ec-a6f17e90f93a,
Cetearyl Stearate,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=00f129de-b972-4445-af38-6ef3d6b440a7,
Ceteth-1,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=c023a941-5f8c-4ed6-a45e-37ef230ffb5e,
Ceteth-1,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=85acdb69-3f54-40fc-b7e6-402c57b08aa3,
Ceteth-10,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=ea4e3800-dcca-45a6-ba06-6c85f69eadf8,
Ceteth-10,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f1098bd8-57de-444b-844d-bed62c819933,
Ceteth-12,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=13314eec-e9b3-40b6-8f45-39da417d88d1,
Ceteth-12,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=49b908aa-5926-4a7e-bce6-d28dc33fbda9,
Ceteth-13,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=49ee3fed-6786-4823-8d56-9f4f8eb5a552,
Ceteth-14,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=a4a7be22-79c5-4adc-a5b9-09f35e674e43,
Ceteth-14,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=975ac7c2-e832-4b0f-9e5a-45075d48aa04,
Ceteth-15,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=1ad9111f-3fa4-44ce-be12-7bc8af77a074,
Ceteth-15,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=5a4dede7-0354-4ae1-8725-b27163497e6f,
Ceteth-150,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=8fe20744-0636-4c44-adee-65854b12c088,
Ceteth-16,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=256e565a-36c4-4ddd-80ac-372dfeb019fd,
Ceteth-16,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d5e623c2-fd08-4d33-b7ae-390410d21c25,
Ceteth-17,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=b9b2bb16-1012-4578-9512-56713b835c10,
Ceteth-18,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e531146d-a073-4c1c-bdef-e9487638da73,
Ceteth-2,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=d111fce8-e56a-4633-885b-18025b3c40d6,
Ceteth-2,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=76d3429a-044f-4f10-a490-3feb8a16bcbb,
Ceteth-20,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=90a8b4f3-727f-457f-8b75-7df2c100de2e,
Ceteth-20,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=18255aa5-b3b3-4098-99ce-9aeaed48f9e4,
Ceteth-23,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=f0d3ac85-2785-4092-8642-674ff5bf9cbf,
Ceteth-24,https://cir-reports.cir-safety.org/cir-ingredient-status-report/?id=e5b9ec8e-3c7b-48dd-b37a-277bf8f76bc2,
